2 	 6 	 1 	 0.3505 	 0.3505 	 0.4091 	 0.0000 	 16.74038553237915 	0.3505 	 0.4091 	 0.0000 	 0.0015816688537597656 	0.3505 	 0.4091 	 0.0000 	 0.6589114665985107 	
0 	 16 	 1 	 0.5821 	 0.5808 	 0.4055 	 0.0013 	 95.6865451335907 	0.5635 	 0.5180 	 0.0186 	 9.479586601257324 	0.5520 	 0.3693 	 0.0301 	 0.6717009544372559 	
3 	 16 	 1 	 0.5458 	 0.5455 	 0.3627 	 0.0003 	 89.1969358921051 	0.5662 	 0.2905 	 0.0204 	 10.223388195037842 	0.4174 	 0.5582 	 0.1284 	 0.6673753261566162 	
4 	 19 	 1 	 0.6805 	 0.6815 	 0.3025 	 0.0010 	 99.90179347991943 	0.7156 	 0.2982 	 0.0351 	 22.866458415985107 	0.5645 	 0.3682 	 0.1160 	 0.6645667552947998 	
5 	 8 	 1 	 0.5473 	 0.5438 	 0.2917 	 0.0035 	 40.3819625377655 	0.5780 	 0.3208 	 0.0307 	 0.07604598999023438 	0.5987 	 0.2923 	 0.0514 	 0.6647822856903076 	
7 	 12 	 1 	 0.2727 	 0.2727 	 0.3100 	 0.0000 	 90.86543130874634 	0.4248 	 0.2693 	 0.1521 	 2.811760663986206 	0.3271 	 0.2862 	 0.0544 	 0.6635289192199707 	
9 	 21 	 1 	 0.3274 	 0.3264 	 0.3056 	 0.0010 	 102.28325009346008 	0.4119 	 0.2679 	 0.0845 	 32.99406361579895 	0.3978 	 0.2751 	 0.0704 	 0.6744265556335449 	
1 	 85 	 1 	 0.6648 	 0.6347 	 0.5887 	 0.0301 	 156.67769813537598 	0.6433 	 0.6273 	 0.0215 	 262.26448369026184 	0.5503 	 0.6646 	 0.1145 	 0.66178297996521 	
8 	 56 	 1 	 0.7616 	 0.7561 	 0.6651 	 0.0055 	 125.05761551856995 	0.5953 	 0.7367 	 0.1663 	 160.82961440086365 	0.6399 	 0.7150 	 0.1217 	 0.6750137805938721 	
12 	 8 	 1 	 0.2809 	 0.3243 	 0.3619 	 0.0434 	 18.74208664894104 	0.3540 	 0.3510 	 0.0731 	 0.03193998336791992 	0.3678 	 0.3563 	 0.0869 	 0.6722559928894043 	
10 	 41 	 1 	 0.7665 	 0.7650 	 0.7203 	 0.0014 	 120.6673195362091 	0.7853 	 0.6108 	 0.0188 	 120.81548523902893 	0.5038 	 0.7613 	 0.2627 	 0.6780364513397217 	
13 	 27 	 1 	 0.6659 	 0.6714 	 0.4435 	 0.0055 	 109.63290476799011 	0.7875 	 0.4575 	 0.1216 	 57.976545095443726 	0.5723 	 0.5771 	 0.0936 	 0.6786885261535645 	
11 	 33 	 1 	 0.3767 	 0.3766 	 0.3694 	 0.0001 	 116.1303813457489 	0.6747 	 0.3907 	 0.2980 	 85.33209729194641 	0.3509 	 0.4052 	 0.0258 	 0.6735315322875977 	
6 	 90 	 1 	 0.8066 	 0.7730 	 0.7220 	 0.0336 	 173.9744200706482 	0.5935 	 0.7933 	 0.2131 	 351.019579410553 	0.5405 	 0.7945 	 0.2661 	 0.658367395401001 	
17 	 52 	 1 	 0.6818 	 0.6833 	 0.5959 	 0.0015 	 125.94215655326843 	0.7374 	 0.5950 	 0.0556 	 166.2330710887909 	0.6174 	 0.6295 	 0.0644 	 0.6807034015655518 	
15 	 53 	 1 	 0.7994 	 0.7988 	 0.7349 	 0.0005 	 151.35370135307312 	0.8204 	 0.6013 	 0.0210 	 186.12480759620667 	0.8230 	 0.7206 	 0.0236 	 0.6797053813934326 	
18 	 17 	 1 	 0.3756 	 0.3758 	 0.4325 	 0.0002 	 95.44861054420471 	0.3852 	 0.4637 	 0.0096 	 11.091926097869873 	0.2817 	 0.2951 	 0.0939 	 0.6652090549468994 	
14 	 76 	 1 	 0.8157 	 0.7632 	 0.7779 	 0.0525 	 148.9347689151764 	0.7893 	 0.8001 	 0.0264 	 282.47055292129517 	0.5416 	 0.8136 	 0.2741 	 0.6732001304626465 	
