2 	 6 	 1 	 0.1891 	 0.1891 	 0.1737 	 0.0000 	 25.165443181991577 	0.1891 	 0.1737 	 0.0000 	 0.0020711421966552734 	0.1891 	 0.1737 	 0.0000 	 0.7988059520721436 	
3 	 16 	 1 	 0.3262 	 0.2458 	 0.1850 	 0.0804 	 137.4605143070221 	0.2026 	 0.2253 	 0.1237 	 1.7522332668304443 	0.2173 	 0.1885 	 0.1089 	 0.8177285194396973 	
0 	 16 	 1 	 0.5902 	 0.5907 	 0.3494 	 0.0005 	 164.57801580429077 	0.3501 	 0.5535 	 0.2401 	 0.8192317485809326 	0.5598 	 0.2372 	 0.0305 	 0.84340500831604 	
4 	 19 	 1 	 0.5983 	 0.5984 	 0.2273 	 0.0001 	 162.06041622161865 	0.5823 	 0.2063 	 0.0160 	 12.587343454360962 	0.1773 	 0.6180 	 0.4209 	 0.8291115760803223 	
5 	 8 	 1 	 0.3469 	 0.3510 	 0.1737 	 0.0042 	 65.30869317054749 	0.1742 	 0.6339 	 0.1727 	 0.030773401260375977 	0.3707 	 0.1771 	 0.0238 	 0.8303253650665283 	
7 	 12 	 1 	 0.3560 	 0.3560 	 0.2352 	 0.0000 	 136.07885646820068 	0.1965 	 0.3466 	 0.1595 	 0.1427769660949707 	0.1737 	 0.2087 	 0.1823 	 0.8366050720214844 	
1 	 85 	 1 	 0.7161 	 0.6022 	 0.6338 	 0.1139 	 145.0354356765747 	0.6469 	 0.6233 	 0.0691 	 332.862735748291 	0.3767 	 0.6777 	 0.3394 	 0.787001371383667 	
9 	 21 	 1 	 0.2438 	 0.2456 	 0.1843 	 0.0017 	 163.66688084602356 	0.2210 	 0.1832 	 0.0228 	 22.397499322891235 	0.1787 	 0.2293 	 0.0651 	 0.8317422866821289 	
8 	 56 	 1 	 0.7633 	 0.7625 	 0.6148 	 0.0007 	 211.27224230766296 	0.7625 	 0.6148 	 0.0007 	 163.5443561077118 	0.1833 	 0.7633 	 0.5800 	 0.7280957698822021 	
12 	 8 	 1 	 0.2013 	 0.1996 	 0.1744 	 0.0017 	 26.670321702957153 	0.1888 	 0.1770 	 0.0125 	 0.0280606746673584 	0.2013 	 0.1737 	 0.0000 	 0.7801802158355713 	
10 	 41 	 1 	 0.7022 	 0.6544 	 0.6413 	 0.0478 	 160.74251103401184 	0.6557 	 0.6424 	 0.0465 	 119.89469146728516 	0.1799 	 0.6759 	 0.5224 	 0.7922797203063965 	
11 	 33 	 1 	 0.3032 	 0.2731 	 0.1891 	 0.0301 	 188.64697790145874 	0.2568 	 0.2512 	 0.0464 	 94.77730298042297 	0.1752 	 0.2331 	 0.1280 	 0.8492658138275146 	
13 	 27 	 1 	 0.6861 	 0.6913 	 0.5781 	 0.0053 	 160.57293915748596 	0.5879 	 0.6849 	 0.0982 	 40.23702645301819 	0.1790 	 0.7059 	 0.5070 	 0.819284200668335 	
6 	 90 	 1 	 0.7723 	 0.7705 	 0.6510 	 0.0018 	 289.7791860103607 	0.5055 	 0.7724 	 0.2668 	 492.4235112667084 	0.1931 	 0.7724 	 0.5792 	 0.8465614318847656 	
17 	 52 	 1 	 0.7458 	 0.6404 	 0.6652 	 0.1055 	 169.01441287994385 	0.6386 	 0.6632 	 0.1073 	 136.80614709854126 	0.1866 	 0.7042 	 0.5593 	 0.8299734592437744 	
15 	 53 	 1 	 0.7011 	 0.6224 	 0.6434 	 0.0787 	 250.02375054359436 	0.6033 	 0.6327 	 0.0978 	 274.1880078315735 	0.4547 	 0.6835 	 0.2463 	 0.8183138370513916 	
18 	 17 	 1 	 0.2386 	 0.1841 	 0.1788 	 0.0545 	 137.94680190086365 	0.1841 	 0.1790 	 0.0545 	 3.780195713043213 	0.1808 	 0.1935 	 0.0578 	 0.7967197895050049 	
14 	 76 	 1 	 0.8551 	 0.8547 	 0.6494 	 0.0004 	 252.15805745124817 	0.7748 	 0.7719 	 0.0803 	 392.40999484062195 	0.3392 	 0.8560 	 0.5159 	 0.7797586917877197 	
16 	 89 	 1 	 0.6784 	 0.5895 	 0.6056 	 0.0889 	 252.06098556518555 	0.3658 	 0.6290 	 0.3126 	 366.3230082988739 	0.2381 	 0.6109 	 0.4403 	 0.8037395477294922 	
19 	 14 	 1 	 0.2662 	 0.2746 	 0.1776 	 0.0084 	 108.69642639160156 	0.1737 	 0.2977 	 0.0925 	 0.5920796394348145 	0.2387 	 0.1737 	 0.0275 	 0.7873106002807617 	
20 	 9 	 1 	 0.2838 	 0.2816 	 0.1742 	 0.0022 	 54.14140486717224 	0.1779 	 0.3470 	 0.1059 	 0.03371310234069824 	0.5040 	 0.1778 	 0.2202 	 0.8163509368896484 	
21 	 40 	 1 	 0.2159 	 0.2162 	 0.1949 	 0.0002 	 155.16023802757263 	0.2116 	 0.1959 	 0.0043 	 46.99261212348938 	0.1814 	 0.2046 	 0.0345 	 0.5902643203735352 	
24 	 52 	 1 	 0.6657 	 0.6393 	 0.5995 	 0.0264 	 207.25284337997437 	0.6178 	 0.5822 	 0.0479 	 158.93112301826477 	0.3526 	 0.6308 	 0.3131 	 0.8341183662414551 	
26 	 6 	 1 	 0.2761 	 0.2761 	 0.1737 	 0.0000 	 20.030191659927368 	0.2761 	 0.1737 	 0.0000 	 0.001481771469116211 	0.2761 	 0.1737 	 0.0000 	 0.6127216815948486 	
22 	 65 	 1 	 0.8628 	 0.8626 	 0.6079 	 0.0002 	 180.0553276538849 	0.8608 	 0.6049 	 0.0020 	 238.12963247299194 	0.2022 	 0.8629 	 0.6607 	 0.7764036655426025 	
28 	 40 	 1 	 0.2947 	 0.2517 	 0.1883 	 0.0430 	 162.50318002700806 	0.2007 	 0.2599 	 0.0940 	 161.74560928344727 	0.1754 	 0.2517 	 0.1193 	 0.8176102638244629 	
23 	 173 	 1 	 0.6276 	 0.6190 	 0.6210 	 0.0085 	 381.54873061180115 	0.6127 	 0.6276 	 0.0149 	 611.0227327346802 	0.5613 	 0.6238 	 0.0663 	 0.7562925815582275 	
30 	 40 	 1 	 0.6226 	 0.6277 	 0.4302 	 0.0051 	 206.06541419029236 	0.3681 	 0.6207 	 0.2545 	 101.79565072059631 	0.2689 	 0.6437 	 0.3538 	 0.8075661659240723 	
29 	 124 	 1 	 0.6764 	 0.6070 	 0.6761 	 0.0694 	 282.4152400493622 	0.6277 	 0.6742 	 0.0487 	 668.2983736991882 	0.1740 	 0.6675 	 0.5024 	 0.8202688694000244 	
27 	 280 	 1 	 0.5922 	 0.3688 	 0.5165 	 0.2233 	 484.1513864994049 	0.5261 	 0.4406 	 0.0660 	 1047.7390327453613 	0.1802 	 0.5892 	 0.4120 	 0.8185853958129883 	
