3 	 16 	 1 	 0.3262 	 0.2849 	 0.1739 	 0.0414 	 98.40540528297424 	0.2029 	 0.2355 	 0.1234 	 0.027693510055541992 	0.2021 	 0.2197 	 0.1241 	 0.6672859191894531 	
0 	 16 	 1 	 0.5902 	 0.5905 	 0.2064 	 0.0003 	 104.09567451477051 	0.3422 	 0.4917 	 0.2480 	 0.020905256271362305 	0.2281 	 0.5305 	 0.3621 	 0.6577548980712891 	
4 	 19 	 1 	 0.5983 	 0.5976 	 0.2087 	 0.0007 	 104.41263151168823 	0.5838 	 0.2212 	 0.0145 	 2.357654094696045 	0.3516 	 0.2829 	 0.2466 	 0.680199384689331 	
9 	 21 	 1 	 0.2438 	 0.2444 	 0.1772 	 0.0006 	 101.65876817703247 	0.2210 	 0.1796 	 0.0228 	 9.811415910720825 	0.1880 	 0.1811 	 0.0558 	 0.674696683883667 	
8 	 56 	 1 	 0.7633 	 0.7625 	 0.6157 	 0.0007 	 128.03940796852112 	0.7625 	 0.6148 	 0.0007 	 123.95488786697388 	0.2603 	 0.7627 	 0.5029 	 0.6859197616577148 	
1 	 85 	 1 	 0.7161 	 0.6341 	 0.6034 	 0.0820 	 149.13477325439453 	0.6815 	 0.5912 	 0.0346 	 238.5488796234131 	0.3283 	 0.7051 	 0.3878 	 0.6795306205749512 	
10 	 41 	 1 	 0.7022 	 0.6620 	 0.5828 	 0.0402 	 122.71047067642212 	0.6761 	 0.6190 	 0.0261 	 80.45652437210083 	0.5966 	 0.5964 	 0.1056 	 0.6713330745697021 	
13 	 27 	 1 	 0.6861 	 0.6849 	 0.5779 	 0.0011 	 115.68797159194946 	0.6036 	 0.6826 	 0.0825 	 25.394264698028564 	0.6348 	 0.6229 	 0.0513 	 0.6819362640380859 	
11 	 33 	 1 	 0.3032 	 0.2919 	 0.2411 	 0.0112 	 120.55571007728577 	0.2734 	 0.2512 	 0.0297 	 47.8051016330719 	0.2328 	 0.2228 	 0.0704 	 0.686225175857544 	
6 	 90 	 1 	 0.7723 	 0.7717 	 0.6484 	 0.0006 	 168.4467966556549 	0.5724 	 0.7719 	 0.1999 	 306.9381926059723 	0.1874 	 0.7690 	 0.5849 	 0.6705913543701172 	
17 	 52 	 1 	 0.7458 	 0.6762 	 0.6033 	 0.0696 	 130.6616759300232 	0.6747 	 0.6631 	 0.0711 	 85.37088346481323 	0.4369 	 0.6609 	 0.3089 	 0.6788420677185059 	
15 	 53 	 1 	 0.7011 	 0.6323 	 0.6279 	 0.0688 	 144.7296802997589 	0.6480 	 0.6170 	 0.0531 	 154.43000626564026 	0.3657 	 0.6732 	 0.3353 	 0.675990104675293 	
14 	 76 	 1 	 0.8551 	 0.7803 	 0.7764 	 0.0748 	 149.54966855049133 	0.7759 	 0.7718 	 0.0792 	 225.91708517074585 	0.2530 	 0.8561 	 0.6021 	 0.6664783954620361 	
18 	 17 	 1 	 0.2386 	 0.2146 	 0.1820 	 0.0240 	 92.47506976127625 	0.1787 	 0.1770 	 0.0599 	 1.3811209201812744 	0.1739 	 0.1829 	 0.0647 	 0.6837356090545654 	
19 	 14 	 1 	 0.2662 	 0.2644 	 0.1737 	 0.0018 	 93.2241563796997 	0.1820 	 0.2306 	 0.0842 	 0.028511524200439453 	0.1768 	 0.1864 	 0.0894 	 0.6706876754760742 	
16 	 89 	 1 	 0.6784 	 0.6032 	 0.5746 	 0.0752 	 165.50980806350708 	0.4869 	 0.6037 	 0.1914 	 241.59936356544495 	0.4303 	 0.5841 	 0.2480 	 0.6845927238464355 	
21 	 40 	 1 	 0.2159 	 0.2162 	 0.1874 	 0.0002 	 116.37698197364807 	0.2117 	 0.1959 	 0.0042 	 40.391701221466064 	0.1930 	 0.1845 	 0.0229 	 0.6549172401428223 	
22 	 65 	 1 	 0.8628 	 0.7919 	 0.7711 	 0.0709 	 138.4216411113739 	0.8609 	 0.4617 	 0.0019 	 146.46442556381226 	0.1789 	 0.8626 	 0.6839 	 0.6760032176971436 	
